object_id,line1,line2,source
FY1C_001,1 25730U 99025A   26125.18059819  .00002636  00000+0  11041-2 0  9994,2 25730  98.8639 198.1396 0010510  23.9231 336.2435 14.26870283391826,Fengyun-1C
FY1C_002,1 29733U 99025X   26124.61711778  .00001187  00000+0  20396-2 0  9990,2 29733  99.2091 163.9268 0565528 231.7505 286.6801 12.96724829909712,Fengyun-1C
FY1C_003,1 29734U 99025Y   26124.72095970  .00001979  00000+0  31907-2 0  9991,2 29734  99.1715  36.2763 0616183  43.7835 346.4050 12.91811153903940,Fengyun-1C
FY1C_004,1 29735U 99025Z   26124.19038905  .00000556  00000+0  10087-2 0  9994,2 29735  99.3877  20.4567 0696613 219.4877 135.3436 12.75580242892318,Fengyun-1C
FY1C_005,1 29736U 99025AA  26124.42942706  .00000720  00000+0  16632-2 0  9999,2 29736  99.4193 281.6117 0723013 251.9880 131.2273 12.57695800883381,Fengyun-1C
FY1C_006,1 29737U 99025AB  26124.60959755  .00000886  00000+0  18890-2 0  9993,2 29737  99.5822  61.2226 0692992 189.1626 350.2339 12.66060981886763,Fengyun-1C
FY1C_007,1 29738U 99025AC  26124.82291508  .00001921  00000+0  26715-2 0  9999,2 29738  99.4173 270.8950 0848033 343.5979  13.9144 12.61931606880217,Fengyun-1C
FY1C_008,1 29740U 99025AE  26124.23638662  .00001359  00000+0  36100-2 0  9997,2 29740  99.0464 300.2298 0973268 273.9614  75.0907 12.08551888846560,Fengyun-1C
FY1C_009,1 29741U 99025AF  26124.32770147  .00001648  00000+0  41900-2 0  9998,2 29741  99.1765 323.2388 1026266 143.9005  29.4218 12.01478884538955,Fengyun-1C
FY1C_010,1 29748U 99025AN  26124.65055878  .00028652  00000+0  18840+0 0  9996,2 29748  99.8579  23.5201 0723169 100.4803 267.8490 11.91462726804340,Fengyun-1C
FY1C_011,1 29750U 99025AQ  26124.35105572  .00000303  00000+0  19579-3 0  9990,2 29750  98.7360 154.4485 0034744 256.5634 115.6209 14.09779244990832,Fengyun-1C
FY1C_012,1 29751U 99025AR  26124.33182490  .00000299  00000+0  14305-3 0  9999,2 29751  98.5239 153.0000 0090280  84.4018 290.1214 14.23750584  1015,Fengyun-1C
FY1C_013,1 29754U 99025AU  26124.82335036  .00001483  00000+0  71771-3 0  9998,2 29754  98.8860 232.9754 0036210 188.8261 298.2984 14.19690333993840,Fengyun-1C
FY1C_014,1 29758U 99025AY  26124.28113595  .00006251  00000+0  18606-2 0  9991,2 29758  98.8602 250.3706 0020341 243.1035 146.5018 14.43375577997261,Fengyun-1C
FY1C_015,1 29760U 99025BA  26124.42543043  .00000321  00000+0  19539-3 0  9994,2 29760  98.7650 127.5806 0131474 130.9151 230.3492 14.08398912991018,Fengyun-1C
FY1C_016,1 29762U 99025BC  26124.71756447  .00000459  00000+0  18338-3 0  9990,2 29762  98.5960 109.0346 0202481 279.8829 267.2712 14.22822307999814,Fengyun-1C
FY1C_017,1 29763U 99025BD  26124.52417154  .00000296  00000+0  18449-3 0  9991,2 29763  98.7791 104.9093 0128035 137.8837 347.2388 14.08002273990596,Fengyun-1C
FY1C_018,1 29765U 99025BF  26123.32889237  .00000276  00000+0  20483-3 0  9994,2 29765  98.8199 142.0225 0059152  58.6306 313.3157 14.02188544987353,Fengyun-1C
FY1C_019,1 29766U 99025BG  26124.79426639  .00001256  00000+0  84360-3 0  9993,2 29766  98.6976  71.7500 0143806 250.7538 137.8728 13.97602051978025,Fengyun-1C
FY1C_020,1 29767U 99025BH  26124.83207352  .00006327  00000+0  24466-2 0  9992,2 29767  98.2117  85.0123 0327906  13.4274  15.7785 14.04841676976082,Fengyun-1C
FY1C_021,1 29769U 99025BK  26124.39709142  .00002346  00000+0  12002-2 0  9999,2 29769  99.0904 189.2187 0094179  89.1266 272.0696 14.14266957986970,Fengyun-1C
FY1C_022,1 29770U 99025BL  26124.77731498  .00002621  00000+0  12049-2 0  9999,2 29770  98.8339 205.3461 0062570 220.3086 269.0856 14.21020450991171,Fengyun-1C
FY1C_023,1 29772U 99025BN  26124.80460795  .00001127  00000+0  68453-3 0  9995,2 29772  98.3805 327.9715 0135022 244.9197 130.3219 14.03728275982620,Fengyun-1C
FY1C_024,1 29773U 99025BP  26124.40094444  .00000631  00000+0  27091-3 0  9998,2 29773  99.0066 287.2060 0046374 236.9832 152.6669 14.27885855  2327,Fengyun-1C
FY1C_025,1 29774U 99025BQ  26124.83126184  .00000318  00000+0  16003-3 0  9996,2 29774  99.0945  74.6062 0051359  74.6550 313.5320 14.22873504  1118,Fengyun-1C
FY1C_026,1 29776U 99025BS  26124.68846015  .00000161  00000+0  11990-3 0  9999,2 29776  98.7538 152.2442 0022939 225.7317 250.4374 14.07858695990911,Fengyun-1C
FY1C_027,1 29777U 99025BT  26124.64207112  .00000184  00000+0  17266-3 0  9992,2 29777  99.2572 186.5127 0093118 183.1837 330.4369 13.92160005980294,Fengyun-1C
FY1C_028,1 29779U 99025BV  26124.51346548  .00000350  00000+0  20363-3 0  9994,2 29779  98.6723 136.4859 0064344 117.2269 243.5480 14.13587981994292,Fengyun-1C
FY1C_029,1 29780U 99025BW  26124.09476020  .00003041  00000+0  13813-2 0  9999,2 29780  99.2822  57.2755 0043210  85.5104 275.1006 14.22114342991019,Fengyun-1C
FY1C_030,1 29781U 99025BX  26124.56385866  .00000915  00000+0  57477-3 0  9991,2 29781  98.8193 119.7848 0072821 132.2622 355.6068 14.05556688986490,Fengyun-1C
FY1C_031,1 29782U 99025BY  26124.73789655  .00001763  00000+0  96779-3 0  9995,2 29782  99.0853 185.3271 0056016 160.4297 325.3346 14.12308885986894,Fengyun-1C
FY1C_032,1 29784U 99025CA  26124.77195240  .00000948  00000+0  37164-3 0  9999,2 29784  98.9508  52.7198 0058331 240.0299 147.3216 14.30979350  4020,Fengyun-1C
FY1C_033,1 29786U 99025CC  26124.52081975  .00000220  00000+0  14740-3 0  9991,2 29786  98.7258 142.3626 0076564 258.6059 255.1525 14.09178608991716,Fengyun-1C
FY1C_034,1 29788U 99025CE  26124.68547409  .00003439  00000+0  14154-2 0  9992,2 29788  98.7701 201.6732 0043590 134.1658  18.3075 14.27050757993933,Fengyun-1C
FY1C_035,1 29789U 99025CF  26124.47919645  .00001226  00000+0  14039-2 0  9999,2 29789  99.4593 306.3283 0295700 278.2484 135.7802 13.54656791949206,Fengyun-1C
FY1C_036,1 29790U 99025CG  26124.78480191  .00000633  00000+0  24305-3 0  9993,2 29790  99.1517 131.6820 0077288 121.7132 239.1614 14.32543016  5742,Fengyun-1C
FY1C_037,1 29791U 99025CH  26124.57464368  .00005699  00000+0  11759-2 0  9994,2 29791  99.0317 142.7195 0038044 349.8989 128.1551 14.60415936  9299,Fengyun-1C
FY1C_038,1 29792U 99025CJ  26124.59160951  .00001507  00000+0  78055-3 0  9995,2 29792  98.7397 177.5210 0046916 348.5935  11.4172 14.15832929989602,Fengyun-1C
FY1C_039,1 29793U 99025CK  26105.93777275  .00001079  00000+0  67657-3 0  9996,2 29793  98.3656 279.3436 0142074 348.1932 168.5523 14.01605240978884,Fengyun-1C
FY1C_040,1 29794U 99025CL  26124.40022483  .00000688  00000+0  37257-3 0  9992,2 29794  98.2179 275.4929 0155238 351.0581  34.4114 14.09410868988579,Fengyun-1C
FY1C_041,1 29795U 99025CM  26124.84932454  .00000039  00000+0  59881-4 0  9997,2 29795  98.8889 253.4137 0110926 243.6332 269.4236 13.92978532980571,Fengyun-1C
FY1C_042,1 29796U 99025CN  26124.64109859  .00001149  00000+0  63520-3 0  9998,2 29796  98.8451 179.8635 0051686 221.6204 290.4891 14.12701025990781,Fengyun-1C
FY1C_043,1 29798U 99025CQ  26124.77713765  .00001642  00000+0  10901-2 0  9993,2 29798  99.2821 195.8771 0106710 241.8954 234.5873 14.00145846979262,Fengyun-1C
FY1C_044,1 29800U 99025CS  26124.48754417  .00002480  00000+0  16052-2 0  9998,2 29800  98.2779 137.5378 0131448 184.2798 335.9400 13.99431538975727,Fengyun-1C
FY1C_045,1 29801U 99025CT  26124.52561391  .00000286  00000+0  10823-3 0  9994,2 29801  98.7875  33.3907 0103035 205.5003 332.1636 14.36052169  9895,Fengyun-1C
FY1C_046,1 29802U 99025CU  26124.28316285  .00011707  00000+0  20790-2 0  9991,2 29802  98.6240 245.1605 0033787 253.7381 136.2260 14.66985245  5580,Fengyun-1C
FY1C_047,1 29804U 99025CW  26124.29724929  .00000130  00000+0  10433-3 0  9994,2 29804  98.8034 133.1938 0096879 262.2812 113.0365 14.04364111988950,Fengyun-1C
FY1C_048,1 29805U 99025CX  26124.62979455  .00000130  00000+0  16758-3 0  9994,2 29805  99.4286 178.9158 0187912 217.6014 141.1872 13.72705639966639,Fengyun-1C
FY1C_049,1 29806U 99025CY  26124.81368666  .00000625  00000+0  36149-3 0  9997,2 29806  98.7040 141.5431 0028064 202.7456 332.9030 14.12294777991586,Fengyun-1C
FY1C_050,1 29807U 99025CZ  26124.54686536  .00000201  00000+0  13752-3 0  9992,2 29807  98.7556 130.0800 0078619 288.2453  71.0173 14.08789686991053,Fengyun-1C
FY1C_051,1 29809U 99025DB  26124.69792412  .00000721  00000+0  19701-3 0  9998,2 29809  98.8807  99.9779 0114358 281.3398 263.5332 14.46935371 15346,Fengyun-1C
FY1C_052,1 29810U 99025DC  26124.68227579  .00000581  00000+0  24177-3 0  9993,2 29810  99.1830 174.3217 0065641 326.8604 152.4637 14.29340859  4162,Fengyun-1C
FY1C_053,1 29812U 99025DE  26124.44455576  .00001542  00000+0  94015-3 0  9995,2 29812  98.3561 306.5031 0142126 284.3250 138.4589 14.02548058981726,Fengyun-1C
FY1C_054,1 29813U 99025DF  26124.80665272  .00000174  00000+0  12371-3 0  9997,2 29813  98.7156 145.1969 0012603 175.2927 358.1618 14.09494259992752,Fengyun-1C
FY1C_055,1 29815U 99025DH  26124.47131998  .00004915  00000+0  72858-3 0  9998,2 29815  98.0518 135.0099 0180588  45.5879 315.9945 14.65025433 19406,Fengyun-1C
FY1C_056,1 29816U 99025DJ  26124.22684199  .00003422  00000+0  69762-3 0  9990,2 29816  98.9781 357.6143 0234916 112.5497  14.1780 14.45724285  2446,Fengyun-1C
FY1C_057,1 29817U 99025DK  26124.72256272  .00000571  00000+0  31966-3 0  9990,2 29817  98.5709 113.0634 0011223 327.7392 214.7812 14.14458053994166,Fengyun-1C
FY1C_058,1 29818U 99025DL  26124.53753406  .00000295  00000+0  19909-3 0  9997,2 29818  98.7030   1.1733 0114352 345.0090  80.1918 14.04610806988146,Fengyun-1C
FY1C_059,1 29819U 99025DM  26124.69575292  .00000831  00000+0  48405-3 0  9999,2 29819  98.7496 107.7203 0191051  27.3207 146.2151 14.02372438986234,Fengyun-1C
FY1C_060,1 29820U 99025DN  26124.79861280  .00000248  00000+0  18374-3 0  9991,2 29820  98.8307 132.5743 0071777 197.6626 340.1668 14.02840198985657,Fengyun-1C
FY1C_061,1 29821U 99025DP  26124.61030891  .00002396  00000+0  69072-3 0  9996,2 29821  98.8487 183.1842 0373850  75.7776  76.9169 14.11797619985264,Fengyun-1C
FY1C_062,1 29827U 99025DV  26124.55445703  .00000544  00000+0  26539-3 0  9991,2 29827  98.6133 117.2940 0024133 266.4701 221.0092 14.21910905998928,Fengyun-1C
FY1C_063,1 29828U 99025DW  26124.82606333  .00001260  00000+0  74412-3 0  9999,2 29828  98.7526 171.2086 0062938 112.8784 307.7516 14.08560727987511,Fengyun-1C
FY1C_064,1 29832U 99025EA  26124.79931282  .00001048  00000+0  19313-3 0  9997,2 29832  98.8315 249.6560 0191967 206.4462 152.6839 14.56873996 23387,Fengyun-1C
FY1C_065,1 29833U 99025EB  26124.53814921  .00008492  00000+0  73275-3 0  9997,2 29833  99.0813 133.7585 0084678 158.8074 201.6685 14.94819132 27026,Fengyun-1C
FY1C_066,1 29835U 99025ED  26124.35222571  .00000153  00000+0  53092-4 0  9995,2 29835  99.0461 266.4312 0166458 334.3021  53.7872 14.43500837 15506,Fengyun-1C
FY1C_067,1 29836U 99025EE  26124.75915382  .00002393  00000+0  48529-3 0  9995,2 29836  98.1839 222.6984 0154403 120.1708  30.2804 14.54834976656349,Fengyun-1C
FY1C_068,1 29841U 99025EK  26124.81095425  .00000853  00000+0  19683-3 0  9993,2 29841  98.8390  83.0715 0198139 264.0287 153.9390 14.47002361 13896,Fengyun-1C
FY1C_069,1 29842U 99025EL  26124.77807838  .00005296  00000+0  98250-3 0  9991,2 29842  98.5616 222.2937 0106446  83.6655  67.7360 14.62051071 14363,Fengyun-1C
FY1C_070,1 29843U 99025EM  26124.56915522  .00000459  00000+0  16729-3 0  9996,2 29843  99.0296 333.0911 0190768 236.7851 179.1323 14.28831554  3118,Fengyun-1C
FY1C_071,1 29844U 99025EN  26124.68827311  .00001162  00000+0  38249-3 0  9991,2 29844  98.9305  35.3679 0168205 109.6216 252.3209 14.32449515  3883,Fengyun-1C
FY1C_072,1 29845U 99025EP  26124.51779440  .00000851  00000+0  35661-3 0  9992,2 29845  98.5258 126.1762 0078548  73.9805  45.9541 14.26828219  1446,Fengyun-1C
FY1C_073,1 29846U 99025EQ  26124.40310362  .00000172  00000+0  99587-4 0  9999,2 29846  98.6310 167.7488 0083575 252.3751 120.9731 14.19182473998832,Fengyun-1C
FY1C_074,1 29847U 99025ER  26124.58355656  .00000530  00000+0  35710-3 0  9999,2 29847  98.9109 122.4684 0084586   1.2932 123.6727 14.03111023987382,Fengyun-1C
FY1C_075,1 29848U 99025ES  26124.56383594  .00002072  00000+0  90620-3 0  9994,2 29848  98.2377 346.7282 0114266 236.7939 151.7988 14.21341261991463,Fengyun-1C
FY1C_076,1 29849U 99025ET  26124.72917105  .00001215  00000+0  75473-3 0  9991,2 29849  99.0012 213.0974 0079529   6.7026 146.6293 14.05408888983786,Fengyun-1C
FY1C_077,1 29850U 99025EU  26124.73659897  .00001253  00000+0  83162-3 0  9991,2 29850  98.1235  40.5053 0103348 243.0427 171.2699 14.00410753980212,Fengyun-1C
FY1C_078,1 29851U 99025EV  26124.13286083  .00000310  00000+0  29881-3 0  9990,2 29851  99.5593 172.6230 0141883 211.4145 213.6148 13.83716977973366,Fengyun-1C
FY1C_079,1 29852U 99025EW  26124.53621066  .00002786  00000+0  15282-2 0  9997,2 29852  99.3622 144.6223 0136245 114.8554  36.0157 14.08051056979939,Fengyun-1C
FY1C_080,1 29853U 99025EX  26124.78621646  .00001347  00000+0  93747-3 0  9994,2 29853  98.4654 239.4520 0160108 184.5068 175.4662 13.94279157976627,Fengyun-1C
FY1C_081,1 29854U 99025EY  26124.68125308  .00000291  00000+0  27770-3 0  9998,2 29854  98.9476 283.7491 0146560  26.0721 350.1382 13.83474834973205,Fengyun-1C
FY1C_082,1 29855U 99025EZ  26124.81138029  .00003434  00000+0  19468-2 0  9994,2 29855  98.1868  57.0553 0180272 359.9918  59.0451 14.02730600977178,Fengyun-1C
FY1C_083,1 29856U 99025FA  26124.80219492  .00016142  00000+0  26177-2 0  9993,2 29856  98.6845 228.5405 0245608 223.2664 269.8843 14.53158972984497,Fengyun-1C
FY1C_084,1 29857U 99025FB  26124.47323143  .00001445  00000+0  11946-2 0  9994,2 29857  98.4259 121.7895 0189988 264.8239  93.1211 13.82421617967475,Fengyun-1C
FY1C_085,1 29858U 99025FC  26124.80057779  .00001059  00000+0  94604-3 0  9995,2 29858  99.2116 227.2731 0196800  46.3187  78.5963 13.78232328965242,Fengyun-1C
FY1C_086,1 29859U 99025FD  26124.44224291  .00002496  00000+0  19471-2 0  9995,2 29859  98.3413 306.3470 0293982 186.7300 172.9866 13.74703807959400,Fengyun-1C
FY1C_087,1 29860U 99025FE  26124.57896278  .00002175  00000+0  18424-2 0  9992,2 29860  98.5996 150.3687 0216954 318.8784 161.8635 13.78300157961066,Fengyun-1C
FY1C_088,1 29865U 99025FK  26124.75176505  .00007755  00000+0  82246-3 0  9994,2 29865  98.9243  57.2297 0112600  48.6605   8.1286 14.84807738 28799,Fengyun-1C
FY1C_089,1 29866U 99025FL  26124.43201950  .00001549  00000+0  22712-3 0  9990,2 29866  98.0516 112.0643 0194341 124.4455  27.4392 14.64952892 24155,Fengyun-1C
FY1C_090,1 29868U 99025FN  26124.82877345  .00003794  00000+0  37074-3 0  9993,2 29868  97.9244 173.9418 0189210 259.6000 160.4244 14.80515127 24119,Fengyun-1C
FY1C_091,1 29869U 99025FP  26124.79615248  .00000744  00000+0  25525-3 0  9992,2 29869  98.8859  64.6256 0085911 309.3691 103.8541 14.37230786  8705,Fengyun-1C
FY1C_092,1 29870U 99025FQ  26124.89296118  .00000086  00000+0  46842-4 0  9991,2 29870  98.4817  96.7899 0120927 131.0184 258.1987 14.29040154  6367,Fengyun-1C
FY1C_093,1 29871U 99025FR  26124.88155475  .00002513  00000+0  74011-3 0  9996,2 29871  98.9897  90.7086 0058392  44.2632 343.3717 14.43630121  7669,Fengyun-1C
FY1C_094,1 29872U 99025FS  26124.32563897  .00001132  00000+0  27591-3 0  9994,2 29872  98.3363 141.6201 0232802 244.3628 113.3346 14.39649090  6421,Fengyun-1C
FY1C_095,1 29873U 99025FT  26124.57017067  .00000659  00000+0  47667-3 0  9994,2 29873  99.4272 353.6861 0092651 169.4381 249.7155 13.98300643983113,Fengyun-1C
FY1C_096,1 29874U 99025FU  26124.17942462  .00004283  00000+0  15618-2 0  9994,2 29874  98.3742  20.7628 0098570 290.2908 228.3138 14.30895688988834,Fengyun-1C
FY1C_097,1 29875U 99025FV  26124.40849918  .00000049  00000+0  37261-4 0  9999,2 29875  98.3786 174.6167 0082261   5.6360   9.0351 14.24913457  3477,Fengyun-1C
FY1C_098,1 29876U 99025FW  26124.69473818  .00000214  00000+0  11678-3 0  9990,2 29876  98.3076 171.8717 0060265 320.5376 159.7345 14.20394645999463,Fengyun-1C
FY1C_099,1 29877U 99025FX  26124.47545216  .00000773  00000+0  34374-3 0  9997,2 29877  98.5373 130.9225 0046778 160.9596 353.8912 14.25129529    12,Fengyun-1C
FY1C_100,1 29880U 99025GA  26124.67938477  .00001996  00000+0  12166-2 0  9990,2 29880  98.1930  32.3012 0232391  61.0751 358.4421 13.94497453975546,Fengyun-1C
FY1C_101,1 29881U 99025GB  26124.45234333  .00001814  00000+0  18617-2 0  9993,2 29881  98.7311  86.3701 0293129  60.0641  66.3881 13.60139545951742,Fengyun-1C
FY1C_102,1 29884U 99025GE  26124.66888257  .00001901  00000+0  60175-3 0  9993,2 29884  99.5838 180.3293 0044659  83.9185  71.6987 14.40919909  6070,Fengyun-1C
FY1C_103,1 29885U 99025GF  26124.78837897  .00000220  00000+0  12822-3 0  9990,2 29885  98.3672  55.5968 0119140 112.5718 303.4034 14.13678892994781,Fengyun-1C
FY1C_104,1 29887U 99025GH  26124.81227580  .00001294  00000+0  30466-3 0  9994,2 29887  98.7055 212.7405 0282854 296.4700 183.0461 14.34681526   247,Fengyun-1C
FY1C_105,1 29888U 99025GJ  26124.50319111  .00000836  00000+0  28667-3 0  9994,2 29888  99.1873 327.9391 0272867 339.4655  19.5718 14.20345531995300,Fengyun-1C
FY1C_106,1 29889U 99025GK  26124.81771206  .00000347  00000+0  18754-3 0  9999,2 29889  99.4927 255.8283 0153353   0.7137 154.6168 14.13750075993408,Fengyun-1C
FY1C_107,1 29890U 99025GL  26123.33263282  .00002398  00000+0  10666-2 0  9998,2 29890  99.4794 260.5942 0014994  42.2369 317.9959 14.23928252994657,Fengyun-1C
FY1C_108,1 29891U 99025GM  26124.52299390  .00000756  00000+0  53287-3 0  9993,2 29891  98.7332 125.1919 0058582 225.1923 254.0810 14.00164180984863,Fengyun-1C
FY1C_109,1 29892U 99025GN  26124.38758466  .00009083  00000+0  26333-2 0  9995,2 29892  99.1865 285.8012 0181578 243.2561 145.7487 14.35463709986943,Fengyun-1C
FY1C_110,1 29893U 99025GP  26124.80690328  .00000171  00000+0  18008-3 0  9995,2 29893  98.5442 212.0913 0174124 126.2802   2.5772 13.79530304971121,Fengyun-1C
FY1C_111,1 29894U 99025GQ  26124.83769264  .00000366  00000+0  34881-3 0  9998,2 29894  99.4643 184.6592 0168214  27.8372  25.2316 13.81161103970522,Fengyun-1C
FY1C_112,1 29895U 99025GR  26124.79978791  .00002711  00000+0  10386-2 0  9990,2 29895  99.8928 252.3237 0295118 313.3081 208.2807 14.10374537975394,Fengyun-1C
FY1C_113,1 29896U 99025GS  26124.68170920  .00000494  00000+0  53821-3 0  9995,2 29896  99.4101  17.3914 0240211  93.8260 325.2652 13.65528530959931,Fengyun-1C
FY1C_114,1 29897U 99025GT  26124.57371012  .00001635  00000+0  17400-2 0  9999,2 29897  98.6208 336.6359 0297182 126.3842 262.4162 13.57752921948781,Fengyun-1C
FY1C_115,1 29898U 99025GU  26124.49144907  .00002540  00000+0  15048-2 0  9994,2 29898  98.2348 101.9049 0422654 163.4825 328.7601 13.71671363951176,Fengyun-1C
FY1C_116,1 29899U 99025GV  26123.83886834  .00000057  00000+0  11885-3 0  9991,2 29899  98.6847 263.6906 0353815  81.7663 282.3426 13.37547563939843,Fengyun-1C
FY1C_117,1 29901U 99025GX  26124.40237484  .00000241  00000+0  38059-3 0  9997,2 29901  98.7644 279.7802 0377491 289.9388  94.4535 13.33346292938202,Fengyun-1C
FY1C_118,1 29904U 99025HA  26124.09265970  .00001215  00000+0  28229-3 0  9996,2 29904  99.0184 175.9552 0205815 255.0689 102.7632 14.44993276 11133,Fengyun-1C
FY1C_119,1 29906U 99025HC  26124.80917573  .00008330  00000+0  20430-2 0  9990,2 29906  98.7071 238.0917 0035233  78.6640 281.8510 14.52286253  2305,Fengyun-1C
FY1C_120,1 29907U 99025HD  26124.77815424  .00002228  00000+0  11930-2 0  9994,2 29907  99.0968 198.6442 0083441 206.8492 279.4642 14.12406511986175,Fengyun-1C
FY1C_121,1 29909U 99025HF  26124.57583353  .00007509  00000+0  16245-2 0  9998,2 29909  98.6363 238.4696 0035381 295.8755  80.9888 14.58165542  4865,Fengyun-1C
FY1C_122,1 29911U 99025HH  26124.69064440  .00001147  00000+0  56492-3 0  9996,2 29911  98.6962 170.2972 0027986 102.0999  26.2572 14.19284152994580,Fengyun-1C
FY1C_123,1 29912U 99025HJ  26124.79712465  .00006318  00000+0  18050-2 0  9997,2 29912  98.7366 231.0518 0043347 152.8761 338.6176 14.44921354  1029,Fengyun-1C
FY1C_124,1 29913U 99025HK  26124.51103027  .00000402  00000+0  25934-3 0  9994,2 29913  98.7933 124.5297 0061747 228.6127 285.3721 14.07549240989738,Fengyun-1C
FY1C_125,1 29914U 99025HL  26124.56376624 -.00000043  00000+0 -24321-6 0  9990,2 29914  98.8250 154.0080 0036728  77.6328  73.8295 14.03194795987894,Fengyun-1C
FY1C_126,1 29916U 99025HN  26124.74714580  .00000477  00000+0  57581-3 0  9999,2 29916  99.1847 139.7629 0269721 252.6004 172.8376 13.57170415953926,Fengyun-1C
FY1C_127,1 29917U 99025HP  26124.42312795  .00000858  00000+0  84109-3 0  9996,2 29917  98.8673 340.2528 0225202 107.2137  14.1919 13.70800076960854,Fengyun-1C
FY1C_128,1 29918U 99025HQ  26124.82850331  .00003091  00000+0  11047-2 0  9996,2 29918  98.8440 215.6100 0012533 250.3999 228.5659 14.34804970998452,Fengyun-1C
FY1C_129,1 29919U 99025HR  26124.68463257  .00000135  00000+0  14321-3 0  9993,2 29919  98.5022 270.6717 0136680 312.4955  62.0428 13.85200459975146,Fengyun-1C
FY1C_130,1 29920U 99025HS  26124.01062411  .00001703  00000+0  10275-2 0  9994,2 29920  98.3829 332.6693 0123734 237.4555 121.4613 14.04121069982843,Fengyun-1C
FY1C_131,1 29921U 99025HT  26124.78759486  .00000453  00000+0  29489-3 0  9993,2 29921  98.7861 131.8322 0046063  28.6226 152.4416 14.06831327988877,Fengyun-1C
FY1C_132,1 29922U 99025HU  26124.12080863  .00000035  00000+0  54064-4 0  9992,2 29922  99.1106 185.8553 0092668 336.0746  23.6124 13.98664957984318,Fengyun-1C
FY1C_133,1 29923U 99025HV  26124.47319895  .00000692  00000+0  38478-3 0  9990,2 29923  98.6856 133.8025 0018708 122.2128  41.1175 14.14178372992921,Fengyun-1C
FY1C_134,1 29924U 99025HW  26124.78780384  .00000176  00000+0  12582-3 0  9995,2 29924  98.7282 138.3013 0026281 211.5741 327.0353 14.08932558992225,Fengyun-1C
FY1C_135,1 29926U 99025HY  26124.72956115  .00000496  00000+0  14038-3 0  9991,2 29926  98.2972 112.8246 0247024 233.1275 310.7712 14.33748450  6289,Fengyun-1C
FY1C_136,1 29927U 99025HZ  26124.07238317  .00019206  00000+0  25184-2 0  9999,2 29927  99.0683 170.8140 0018898 129.6913 260.9578 14.80246928  7482,Fengyun-1C
FY1C_137,1 29928U 99025JA  26124.58333602  .00000558  00000+0  46396-3 0  9998,2 29928  99.5668 157.6027 0143882  83.1861  66.7867 13.88327197974735,Fengyun-1C
FY1C_138,1 29929U 99025JB  26124.52743458  .00002134  00000+0  13218-2 0  9995,2 29929  98.6263  41.0988 0130881 136.3779  35.8753 14.02029079979565,Fengyun-1C
FY1C_139,1 29930U 99025JC  26124.17015794  .00000470  00000+0  20863-3 0  9999,2 29930  99.0283  14.6867 0163720   6.7198 146.2828 14.21002766999139,Fengyun-1C
FY1C_140,1 29931U 99025JD  26124.08481731  .00000115  00000+0  99156-4 0  9996,2 29931  98.8384 160.6725 0032687  57.3578 328.4285 14.03979895988107,Fengyun-1C
FY1C_141,1 29932U 99025JE  26123.50066640  .00000478  00000+0  25739-3 0  9998,2 29932  98.6299 135.0263 0037962  24.6386 128.2456 14.16951061995911,Fengyun-1C
FY1C_142,1 29933U 99025JF  26124.29965345  .00015465  00000+0  24824-2 0  9991,2 29933  98.7489 242.4304 0006020 227.0907 160.9222 14.71729423  5970,Fengyun-1C
FY1C_143,1 29934U 99025JG  26124.73469797  .00004114  00000+0  72128-3 0  9991,2 29934  98.8800 188.0390 0100371 171.7253 188.5632 14.65116606 18625,Fengyun-1C
FY1C_144,1 29935U 99025JH  26124.13471201  .00000170  00000+0  98717-4 0  9990,2 29935  98.4354 183.7105 0151042 166.4519 224.4028 14.14306083995558,Fengyun-1C
FY1C_145,1 29936U 99025JJ  26124.60657650  .00000445  00000+0  15865-3 0  9994,2 29936  98.6671 243.5308 0114793 124.5293 236.6793 14.35466182  9818,Fengyun-1C
FY1C_146,1 29937U 99025JK  26124.55631477 -.00000095  00000+0 -32847-4 0  9991,2 29937  98.7900 146.1160 0031623 342.0065 134.6055 14.04391139989408,Fengyun-1C
FY1C_147,1 29938U 99025JL  26124.47663608  .00000029  00000+0  43012-4 0  9995,2 29938  98.8146 115.9353 0032337 267.9434 256.6187 14.07540986990646,Fengyun-1C
FY1C_148,1 29939U 99025JM  26124.57053338  .00000039  00000+0  43457-4 0  9994,2 29939  98.7147 125.1566 0067384  93.0457  19.3656 14.12119614994767,Fengyun-1C
FY1C_149,1 29940U 99025JN  26124.48555925  .00001091  00000+0  52617-3 0  9991,2 29940  98.6180 135.2845 0074660  49.2162 105.3469 14.19192869995127,Fengyun-1C
FY1C_150,1 29942U 99025JQ  26124.71679220  .00001439  00000+0  55706-3 0  9992,2 29942  98.6169 194.4467 0048961 214.7089 145.0896 14.30933145999138,Fengyun-1C
FY1C_151,1 29943U 99025JR  26124.53840441  .00000105  00000+0  83670-4 0  9999,2 29943  98.7250 132.9530 0035582 182.0750 301.2366 14.09701267993187,Fengyun-1C
FY1C_152,1 29944U 99025JS  26124.85878802  .00006464  00000+0  52146-3 0  9994,2 29944  99.0208  83.6990 0159665 135.0034 226.4247 14.90783767 25849,Fengyun-1C
FY1C_153,1 29945U 99025JT  26124.69609921 -.00000057  00000+0 -86777-5 0  9994,2 29945  98.7770 148.9759 0030084 321.0705 151.4321 14.05632179989860,Fengyun-1C
