object_id,line1,line2,source
FY1C_1454,1 33603U 99025DCL 26122.61466745  .00003468  00000+0  30741-3 0  9990,2 33603  98.8227  77.1490 0216584 346.4883  13.0583 14.80770668  9414,Fengyun-1C
FY1C_1455,1 33605U 99025DCN 26121.28307537  .00001051  00000+0  63250-3 0  9994,2 33605  98.7035 120.2892 0057162  41.8951 335.0895 14.08054346617826,Fengyun-1C
FY1C_1456,1 33612U 99025DCV 26123.33558770  .00002940  00000+0  17548-2 0  9993,2 33612  98.6113  90.2084 0111890  70.5450 290.7768 14.04842150586613,Fengyun-1C
FY1C_1457,1 33613U 99025DCW 26123.94869572  .00004456  00000+0  15770-2 0  9995,2 33613  98.6821 201.3358 0028563  31.4669 328.8217 14.34851208665483,Fengyun-1C
FY1C_1458,1 33618U 99025DDB 26125.20785087  .00005031  00000+0  80954-3 0  9996,2 33618  98.5225 222.3133 0161114  55.3720 306.2554 14.63673523988815,Fengyun-1C
FY1C_1459,1 33619U 99025DDC 26123.63700875  .00002179  00000+0  10665-2 0  9995,2 33619  98.8476 197.6347 0049772   1.9126 358.2230 14.18301737656354,Fengyun-1C
FY1C_1460,1 33621U 99025DDE 26122.83593110  .00001287  00000+0  42002-3 0  9991,2 33621  98.1314 327.4819 0282576 240.5206 116.7514 14.19995878662466,Fengyun-1C
FY1C_1461,1 33625U 99025DDJ 26120.28988933  .00006329  00000+0  87559-3 0  9991,2 33625  98.6281 242.0430 0219045  66.7591 295.6509 14.63195381634151,Fengyun-1C
FY1C_1462,1 33630U 99025DDP 26121.53902844  .00000573  00000+0  27487-3 0  9992,2 33630  98.6189 228.6352 0134297  25.9403 334.8425 14.17986875663926,Fengyun-1C
FY1C_1463,1 33633U 99025DDS 26122.75817549  .00004473  00000+0  20260-2 0  9991,2 33633  99.0543 225.2870 0083423 108.8394  43.3643 14.20621277927125,Fengyun-1C
FY1C_1464,1 33637U 99025DDW 26116.39403559  .00003631  00000+0  11730-2 0  9997,2 33637  98.4737 164.5734 0082979 109.9875 251.0272 14.37755607667728,Fengyun-1C
FY1C_1465,1 33638U 99025DDX 26122.36993590  .00001069  00000+0  99551-3 0  9992,2 33638  98.4560   1.2213 0262412 257.6476  99.5188 13.69678472628403,Fengyun-1C
FY1C_1466,1 33640U 99025DDZ 26123.81051266  .00001771  00000+0  48030-3 0  9997,2 33640  98.8588  77.7683 0091008  94.6931 266.4661 14.46553889943967,Fengyun-1C
FY1C_1467,1 33648U 99025DEH 26123.24903914  .00000116  00000+0  84514-4 0  9998,2 33648  98.7250 123.0637 0069633 132.2682 228.4423 14.11849587663738,Fengyun-1C
FY1C_1468,1 33650U 99025DEK 26124.92340470  .00001544  00000+0  11814-2 0  9996,2 33650  99.0020 290.1591 0149492  50.0002 311.4170 13.89708323707973,Fengyun-1C
FY1C_1469,1 33651U 99025DEL 26124.35560034  .00000224  00000+0  11612-3 0  9995,2 33651  98.6319 171.7938 0116730   2.2756 357.8928 14.20468012662961,Fengyun-1C
FY1C_1470,1 33655U 99025DEQ 26124.20424692  .00025217  00000+0  16970-2 0  9992,2 33655  98.7982 213.4755 0038724 251.4756 108.2258 15.06098713986962,Fengyun-1C
FY1C_1471,1 33658U 99025DET 26124.16809487  .00002904  00000+0  28678-2 0  9995,2 33658  99.5719 279.9334 0283134 176.9520 183.3431 13.63102363600798,Fengyun-1C
FY1C_1472,1 33660U 99025DEV 26119.22035063  .00000287  00000+0  24481-3 0  9991,2 33660  98.6521  26.2982 0109277 227.2010 286.3527 13.91924190929765,Fengyun-1C
FY1C_1473,1 33661U 99025DEW 26123.12401508  .00001115  00000+0  10251-2 0  9997,2 33661  98.4020 358.0227 0231286 133.3376  19.0233 13.73136935663979,Fengyun-1C
FY1C_1474,1 33663U 99025DEY 26122.96334389  .00027929  00000+0  43076-2 0  9994,2 33663  98.8870 130.9968 0063840 296.4696  62.9969 14.71950248662738,Fengyun-1C
FY1C_1475,1 33664U 99025DEZ 26119.85229321  .00000379  00000+0  23596-3 0  9994,2 33664  98.7211 267.9837 0163051  12.5364 347.9785 14.04186028926779,Fengyun-1C
FY1C_1476,1 33665U 99025DFA 26118.54769661  .00002844  00000+0  71830-3 0  9999,2 33665  99.0340 240.7015 0451416  70.4782 294.4556 14.04680033945112,Fengyun-1C
FY1C_1477,1 33673U 99025DFJ 26125.12353897  .00000348  00000+0  27535-3 0  9990,2 33673  99.3239 178.7849 0105925 194.0025 193.4962 13.95759852919025,Fengyun-1C
FY1C_1478,1 33674U 99025DFK 26121.54235694  .00001506  00000+0  13197-2 0  9992,2 33674  98.5958 163.3348 0210233 223.4013 135.0422 13.77424837902894,Fengyun-1C
FY1C_1479,1 33676U 99025DFM 26125.05835884  .00000316  00000+0  10211-3 0  9994,2 33676  99.0784 162.3058 0203853  10.6945 349.8477 14.35724122673677,Fengyun-1C
FY1C_1480,1 33678U 99025DFP 26123.94229944  .00002138  00000+0  45521-3 0  9992,2 33678  99.0247 204.1872 0203956 171.7927 188.6686 14.48000872971535,Fengyun-1C
FY1C_1481,1 33679U 99025DFQ 26124.72300388  .00035445  00000+0  17200-2 0  9991,2 33679  99.3342 226.7731 0127713 194.8336 164.9128 15.11416102962777,Fengyun-1C
FY1C_1482,1 33682U 99025DFT 26124.15494604  .00002872  00000+0  11807-2 0  9992,2 33682  99.4064 186.5364 0028140  40.6655 319.6618 14.27653679937294,Fengyun-1C
FY1C_1483,1 33684U 99025DFV 26124.15298741  .00006997  00000+0  54088-3 0  9999,2 33684  99.0421 201.7486 0274713 255.7596 101.2958 14.76608764950887,Fengyun-1C
FY1C_1484,1 33687U 99025DFY 26120.35304318  .00031728  00000+0  10028-2 0  9993,2 33687  98.9797 158.4833 0095712 227.2320 132.0835 15.28318678736199,Fengyun-1C
FY1C_1485,1 33688U 99025DFZ 26124.61187632  .00009665  00000+0  25340-2 0  9993,2 33688  99.3526 245.8396 0051275 200.5376 159.3753 14.48689519935481,Fengyun-1C
FY1C_1486,1 33689U 99025DGA 26111.85277731  .00002247  00000+0  63450-3 0  9990,2 33689  99.5562 140.5744 0048724 131.1619  41.1891 14.46183269714100,Fengyun-1C
FY1C_1487,1 33690U 99025DGB 26125.22497590  .00008360  00000+0  19744-2 0  9993,2 33690  98.6113 232.4042 0028614 331.9492  28.0160 14.54182217953032,Fengyun-1C
FY1C_1488,1 33693U 99025DGE 26122.45217898  .00000866  00000+0  84190-3 0  9990,2 33693  99.2276 299.7927 0223805 351.1481   8.5750 13.71706414901604,Fengyun-1C
FY1C_1489,1 33698U 99025DGK 26122.40438712  .00000911  00000+0  19494-3 0  9996,2 33698  99.6401 109.0420 0137247 160.1815 200.4784 14.56209391976830,Fengyun-1C
FY1C_1490,1 33701U 99025DGN 26124.30533018  .00001958  00000+0  11900-2 0  9992,2 33701  98.6721  76.9001 0132678 147.5909 213.3494 14.03040932925046,Fengyun-1C
FY1C_1491,1 33710U 99025DGX 26124.50165171  .00001653  00000+0  91020-3 0  9999,2 33710  98.9786 228.4861 0056301 105.4628 255.2771 14.12186840696718,Fengyun-1C
FY1C_1492,1 33711U 99025DGY 26121.43795773  .00000944  00000+0  63085-3 0  9998,2 33711  99.1695 180.5462 0097721  23.1698 351.7287 14.01243604938881,Fengyun-1C
FY1C_1493,1 33716U 99025DHD 26120.52642027  .00000330  00000+0  13223-3 0  9993,2 33716  98.8839  54.4963 0092535 311.5701  47.7575 14.32807756671451,Fengyun-1C
FY1C_1494,1 33718U 99025DHF 26124.02869101  .00001765  00000+0  10077-2 0  9994,2 33718  99.6562 225.6081 0096160 289.0836  69.9937 14.08848427711898,Fengyun-1C
FY1C_1495,1 33719U 99025DHG 26125.13580046  .00001919  00000+0  84991-3 0  9994,2 33719  98.7551 189.6193 0029072  27.2948   1.4486 14.24075876940548,Fengyun-1C
FY1C_1496,1 33722U 99025DHK 26124.31719102  .00000878  00000+0  36909-3 0  9993,2 33722  98.5664 139.6455 0157778 197.3871 162.1868 14.21772587941731,Fengyun-1C
FY1C_1497,1 33723U 99025DHL 26124.21957174  .00002617  00000+0  13293-2 0  9999,2 33723  99.1456 213.1497 0096178 288.9796  98.1250 14.14485019656370,Fengyun-1C
FY1C_1498,1 33724U 99025DHM 26124.25751336  .00000707  00000+0  35119-3 0  9996,2 33724  98.6000 135.5660 0028601 130.0001 290.0038 14.19935063959840,Fengyun-1C
FY1C_1499,1 33726U 99025DHP 26124.81474462  .00000472  00000+0  22548-3 0  9993,2 33726  98.6539 249.5654 0191100 341.6637 171.8754 14.14611110939543,Fengyun-1C
FY1C_1500,1 33728U 99025DHR 26124.18959081  .00007496  00000+0  56896-3 0  9996,2 33728  98.9592 205.0640 0144574 116.8090 244.7996 14.94551965  4277,Fengyun-1C
FY1C_1501,1 33730U 99025DHT 26124.46894007  .00005501  00000+0  10032-2 0  9992,2 33730  99.0376 201.3344 0036595 291.8587  67.8724 14.66044820977694,Fengyun-1C
FY1C_1502,1 33731U 99025DHU 26125.03982647  .00000403  00000+0  30698-3 0  9992,2 33731  99.4306 155.7356 0127451  28.0205 332.7741 13.95944653924482,Fengyun-1C
FY1C_1503,1 33733U 99025DHW 26124.75956948  .00007841  00000+0  27488-2 0  9992,2 33733  99.0944 222.0546 0078185 115.6647  35.2393 14.33614923924956,Fengyun-1C
FY1C_1504,1 33737U 99025DJA 26124.04395226  .00001792  00000+0  10887-2 0  9998,2 33737  98.3409 311.2340 0126441 239.2436 249.4533 14.03530902907361,Fengyun-1C
FY1C_1505,1 33738U 99025DJB 26124.47127718  .00000735  00000+0  45762-3 0  9992,2 33738  99.1281 189.3858 0186908 349.2314  21.9552 13.99853286912332,Fengyun-1C
FY1C_1506,1 33740U 99025DJD 26124.31772779  .00000185  00000+0  12325-3 0  9999,2 33740  98.6810 137.8437 0002609 101.7062 258.4403 14.12404092921597,Fengyun-1C
FY1C_1507,1 33741U 99025DJE 26125.20963788  .00004218  00000+0  21912-2 0  9993,2 33741  98.5632  37.0861 0128812  40.7475 320.3246 14.11022007588859,Fengyun-1C
FY1C_1508,1 33745U 99025DJJ 26122.56070459  .00002148  00000+0  95684-3 0  9995,2 33745  99.0981 169.4710 0053397 222.6753 137.0271 14.23186076680049,Fengyun-1C
FY1C_1509,1 33747U 99025DJL 26125.22474530  .00005100  00000+0  23763-2 0  9990,2 33747  99.0915 228.3868 0090923 170.1701 190.1280 14.18751731921669,Fengyun-1C
FY1C_1510,1 33748U 99025DJM 26125.09693887  .00001798  00000+0  66860-3 0  9999,2 33748  98.5680 179.7744 0036824 175.3419 184.8114 14.32947086934462,Fengyun-1C
FY1C_1511,1 35088U 99025DJQ 26113.05361659  .00011919  00000+0  43681-2 0  9991,2 35088  94.6190 230.4732 0261238 153.3478 208.1414 14.15631972606550,Fengyun-1C
FY1C_1512,1 35089U 99025DJR 26123.24156741  .00000813  00000+0  40156-3 0  9994,2 35089  98.5561 133.3757 0028243  17.6935 342.5219 14.19849482628833,Fengyun-1C
FY1C_1513,1 35090U 99025DJS 26125.02997022  .00001964  00000+0  96026-3 0  9994,2 35090  99.1885 147.8022 0053650 331.4834  28.3408 14.18457967682810,Fengyun-1C
FY1C_1514,1 35091U 99025DJT 26125.05752313  .00013928  00000+0  25104-2 0  9991,2 35091  98.5971 240.5051 0045900 206.7376 153.1459 14.65956385920242,Fengyun-1C
FY1C_1515,1 35102U 99025DKE 26115.29149726  .00000998  00000+0  40113-3 0  9998,2 35102  98.4832 126.9353 0060788  59.2817 301.4335 14.29255180668205,Fengyun-1C
FY1C_1516,1 35104U 99025DKG 26123.25516700  .00000719  00000+0  35206-3 0  9993,2 35104  98.5947 131.0365 0032047  92.9707 278.4255 14.20592278917769,Fengyun-1C
FY1C_1517,1 35105U 99025DKH 26124.24627070  .00001092  00000+0  29970-3 0  9993,2 35105  98.9572 118.0822 0110946 349.7848  10.1088 14.45797029965525,Fengyun-1C
FY1C_1518,1 35109U 99025DKM 26124.92921367  .00000556  00000+0  24606-3 0  9993,2 35109  98.6279 115.8376 0151953 340.1082  19.4210 14.21084655661932,Fengyun-1C
FY1C_1519,1 35111U 99025DKP 26119.50769774  .00000661  00000+0  39288-3 0  9995,2 35111  99.4532 210.4084 0021992 197.2317 162.8107 14.11197313660870,Fengyun-1C
FY1C_1520,1 35116U 99025DKU 26124.39241284  .00001584  00000+0  67353-3 0  9993,2 35116  98.6429 173.4743 0057265 354.8043   5.2536 14.25754026619921,Fengyun-1C
FY1C_1521,1 35121U 99025DKZ 26124.38721443  .00000455  00000+0  27445-3 0  9992,2 35121  98.2860 340.5177 0158379  51.3067 310.2147 14.04853192630946,Fengyun-1C
FY1C_1522,1 35122U 99025DLA 26119.27914620  .00000483  00000+0  27424-3 0  9994,2 35122  98.6619 138.6058 0026102 125.4090 234.9527 14.14292645658118,Fengyun-1C
FY1C_1523,1 35123U 99025DLB 26123.25166742  .00000838  00000+0  37685-3 0  9996,2 35123  99.1252 316.3765 0049552  32.4391 327.9816 14.24552136630886,Fengyun-1C
FY1C_1524,1 35125U 99025DLD 26124.27774861  .00002340  00000+0  83832-3 0  9993,2 35125  98.2100 133.1594 0050750 226.4109 133.2859 14.34135334333242,Fengyun-1C
FY1C_1525,1 35135U 99025DLP 26124.30405242  .00000622  00000+0  28671-3 0  9993,2 35135  98.5620 134.1671 0080444 229.1501 130.2686 14.22855712898516,Fengyun-1C
FY1C_1526,1 35139U 99025DLT 26121.26626691  .00000629  00000+0  30134-3 0  9996,2 35139  98.5838 127.6144 0067420 252.5083 106.8718 14.21342973661351,Fengyun-1C
FY1C_1527,1 35140U 99025DLU 26124.88894933  .00000240  00000+0  87573-4 0  9994,2 35140  98.4633 105.4663 0289350 269.3278  87.4742 14.21507961893128,Fengyun-1C
FY1C_1528,1 35142U 99025DLW 26118.46782612  .00000136  00000+0  13727-3 0  9996,2 35142  99.0558 112.0638 0107753 202.5170 312.6180 13.90588296875893,Fengyun-1C
FY1C_1529,1 35144U 99025DLY 26123.60814027  .00011397  00000+0  22052-2 0  9997,2 35144  98.7044 251.2560 0024490 284.6651  75.1835 14.63328685672856,Fengyun-1C
FY1C_1530,1 35147U 99025DMB 26125.04906264  .00018873  00000+0  25413-2 0  9995,2 35147  99.4791 228.0546 0029611 121.9447 238.4645 14.78956877764196,Fengyun-1C
FY1C_1531,1 35152U 99025DMG 26124.80191438  .00000642  00000+0  61183-3 0  9993,2 35152  99.8252 317.1248 0193703   5.5365 354.7864 13.76671418641615,Fengyun-1C
FY1C_1532,1 35153U 99025DMH 26123.02023226  .00004205  00000+0  50891-3 0  9999,2 35153  98.8936  33.6511 0167383   1.6230 358.5484 14.74812140992998,Fengyun-1C
FY1C_1533,1 35154U 99025DMJ 26124.08446273  .00000482  00000+0  21741-3 0  9993,2 35154  99.4382 259.6481 0178051   1.9030 358.2783 14.19215856665965,Fengyun-1C
FY1C_1534,1 35155U 99025DMK 26122.75115773  .00001116  00000+0  54597-3 0  9994,2 35155  98.4958 133.7495 0025663  27.1159 333.1352 14.19671975747146,Fengyun-1C
FY1C_1535,1 35156U 99025DML 26123.39750915  .00000556  00000+0  33223-3 0  9999,2 35156  98.7678 111.2643 0037661 107.6976 252.8312 14.10812433660411,Fengyun-1C
FY1C_1536,1 35159U 99025DMP 26124.19952455  .00005467  00000+0  15018-2 0  9991,2 35159  98.8304 210.3803 0013073 107.4224 282.7040 14.47375056635401,Fengyun-1C
FY1C_1537,1 35160U 99025DMQ 26123.09159408  .00001425  00000+0  42401-3 0  9995,2 35160  99.1682 251.4378 0175773 186.5347 173.3544 14.36364258669602,Fengyun-1C
FY1C_1538,1 35165U 99025DMV 26123.21523769  .00004537  00000+0  15916-2 0  9996,2 35165  98.8749 223.9232 0018324   8.8393 351.3111 14.35440513917494,Fengyun-1C
FY1C_1539,1 35167U 99025DMX 26122.74186970  .00001229  00000+0  35833-3 0  9990,2 35167  98.4585 117.3657 0228862 146.6938 214.8888 14.31738838720372,Fengyun-1C
FY1C_1540,1 35168U 99025DMY 26095.42323022  .00000550  00000+0  27855-3 0  9997,2 35168  98.2661 344.1926 0125018 158.3965 202.2551 14.15674327595321,Fengyun-1C
FY1C_1541,1 35169U 99025DMZ 26121.97462757  .00003367  00000+0  61494-3 0  9993,2 35169  99.1172  24.3771 0150662  42.8247 318.4571 14.59614282678255,Fengyun-1C
FY1C_1542,1 35171U 99025DNB 26121.69966939  .00002072  00000+0  14392-2 0  9992,2 35171  99.0177 274.9814 0134580 295.2902  63.4367 13.95705897905105,Fengyun-1C
FY1C_1543,1 35173U 99025DND 26124.97689652  .00002370  00000+0  22946-2 0  9997,2 35173  99.7737 196.5337 0488046 224.4925 131.6026 13.37952188677449,Fengyun-1C
FY1C_1544,1 35174U 99025DNE 26124.23225134  .00048540  00000+0  24572-2 0  9994,2 35174  98.9615 126.2297 0125216  77.9898 283.5330 15.10173751923081,Fengyun-1C
FY1C_1545,1 35175U 99025DNF 26121.74992011  .00000590  00000+0  28438-3 0  9992,2 35175  98.5722 131.0915 0056765 233.0836 126.5134 14.21539982632243,Fengyun-1C
FY1C_1546,1 35176U 99025DNG 26119.91291659  .00000670  00000+0  34785-3 0  9990,2 35176  98.5706 106.5973 0054096  19.6149 340.7091 14.17213439928855,Fengyun-1C
FY1C_1547,1 35180U 99025DNL 26123.25406697  .00003305  00000+0  14106-2 0  9999,2 35180  99.7400 292.2976 0485905  10.3547 350.7189 13.77017956 19803,Fengyun-1C
FY1C_1548,1 35191U 99025DNX 26122.67193713  .00000237  00000+0  21240-3 0  9997,2 35191  99.0341 105.6686 0102493 184.9907 175.0240 13.91282422898611,Fengyun-1C
FY1C_1549,1 35194U 99025DPA 26119.52342774  .00003203  00000+0  59954-3 0  9992,2 35194  98.9402 218.8715 0110788  14.9873 345.4565 14.61760947674021,Fengyun-1C
FY1C_1550,1 35195U 99025DPB 26118.56230797  .00002873  00000+0  60482-3 0  9997,2 35195  98.9821 228.4250 0100554  13.8525 346.5394 14.57280075929186,Fengyun-1C
FY1C_1551,1 35196U 99025DPC 26124.31434091  .00001168  00000+0  45258-3 0  9991,2 35196  98.5282 139.5692 0211762 284.8655  87.9614 14.20401460911583,Fengyun-1C
FY1C_1552,1 35199U 99025DPF 26112.19539391  .00001837  00000+0  12359-2 0  9994,2 35199  98.4415 255.9075 0116652 203.7143 155.8621 13.98511370940081,Fengyun-1C
FY1C_1553,1 35200U 99025DPG 26125.14146031  .00000311  00000+0  42563-3 0  9998,2 35200  98.8906  90.5907 0353529  59.1454   3.7117 13.42061860678277,Fengyun-1C
FY1C_1554,1 35201U 99025DPH 26124.88826475  .00000112  00000+0  86019-4 0  9990,2 35201  98.7051 134.5815 0006413 196.1711 282.1878 14.11111807890389,Fengyun-1C
FY1C_1555,1 35202U 99025DPJ 26125.09780525  .00000448  00000+0  65169-3 0  9994,2 35202 100.0718 173.4173 0376949  25.9588 335.9922 13.34953544588894,Fengyun-1C
FY1C_1556,1 35203U 99025DPK 26125.19780279  .00001451  00000+0  16468-2 0  9994,2 35203 102.0826 121.1644 0514194 205.7493 151.7180 13.26947621615531,Fengyun-1C
FY1C_1557,1 35204U 99025DPL 26123.06269106  .00006547  00000+0  16472-2 0  9996,2 35204  99.0033 326.3190 0035411 259.7592 256.2644 14.51185052929783,Fengyun-1C
FY1C_1558,1 35207U 99025DPP 26124.24838567  .00008549  00000+0  18278-2 0  9993,2 35207  98.6910 233.6354 0054107 178.3971 181.7410 14.58130168669797,Fengyun-1C
FY1C_1559,1 35208U 99025DPQ 26124.32872478  .00001450  00000+0  96603-3 0  9995,2 35208  98.8863 144.6132 0103787 118.8961 242.2664 14.00116900925580,Fengyun-1C
FY1C_1560,1 35210U 99025DPS 26122.52097146  .00005299  00000+0  18304-2 0  9995,2 35210  99.0948 138.7573 0048777 185.8361 325.8178 14.35566803921413,Fengyun-1C
FY1C_1561,1 35217U 99025DPZ 26123.10317596  .00002131  00000+0  22582-2 0  9996,2 35217 101.8807  72.6072 0299741 328.9122  29.4571 13.58155045631384,Fengyun-1C
FY1C_1562,1 35220U 99025DQC 26124.18496512  .00002789  00000+0  12328-2 0  9991,2 35220  99.0136 202.7111 0042773 257.5688 102.0702 14.23603067652096,Fengyun-1C
FY1C_1563,1 35223U 99025DQF 26122.96501211  .00004942  00000+0  43772-3 0  9992,2 35223  98.9785 129.5534 0122917 233.5511 125.4324 14.91174378959856,Fengyun-1C
FY1C_1564,1 35229U 99025DQM 26125.03265344  .00025903  00000+0  43862-2 0  9992,2 35229  98.4466 212.9211 0041471 128.7791 231.7129 14.68687363666049,Fengyun-1C
FY1C_1565,1 35231U 99025DQP 26123.84328431 -.00000004  00000+0  19827-4 0  9991,2 35231  98.6952 168.5069 0037669  40.6867 319.7110 14.14539873935118,Fengyun-1C
FY1C_1566,1 35233U 99025DQR 26124.80170975  .00005651  00000+0  16511-2 0  9995,2 35233  98.7687 233.0315 0040877 191.5846 320.8656 14.43944458932392,Fengyun-1C
FY1C_1567,1 35234U 99025DQS 26124.53410109  .00004449  00000+0  74781-3 0  9990,2 35234  98.0514 154.9352 0099027 170.4583 189.8533 14.66900200964486,Fengyun-1C
FY1C_1568,1 35239U 99025DQX 26122.40572425  .00000603  00000+0  62037-3 0  9998,2 35239  99.2844 282.9734 0223437   4.3675 355.9354 13.69654583600562,Fengyun-1C
FY1C_1569,1 35240U 99025DQY 26124.36235705  .00003189  00000+0  13787-2 0  9993,2 35240  99.3576 100.8418 0047720 106.5682 254.0744 14.24550170951948,Fengyun-1C
FY1C_1570,1 35241U 99025DQZ 26124.22311514  .00002088  00000+0  12712-2 0  9996,2 35241  98.6371  50.8796 0136109 167.9229 192.5257 14.02668030896039,Fengyun-1C
FY1C_1571,1 35242U 99025DRA 26124.12828973  .00002067  00000+0  23792-2 0  9995,2 35242  99.9622 182.5258 0303463 195.0118 194.7524 13.52706337600522,Fengyun-1C
FY1C_1572,1 35243U 99025DRB 26124.22694791  .00024040  00000+0  21944-2 0  9998,2 35243  98.8702 225.5813 0058585 159.0655 201.2979 14.93747694931233,Fengyun-1C
FY1C_1573,1 35244U 99025DRC 26123.39240414  .00000964  00000+0  58987-3 0  9992,2 35244  98.8203 165.2824 0072510 119.7221 241.1190 14.06909080678136,Fengyun-1C
FY1C_1574,1 35245U 99025DRD 26124.22025652  .00002506  00000+0  13205-2 0  9998,2 35245  99.0767 216.8884 0058342 227.6325 160.9522 14.14032878897901,Fengyun-1C
FY1C_1575,1 36147U 99025DRU 26120.42537789  .00001150  00000+0  10906-2 0  9996,2 36147  98.5100 173.4634 0438115 266.4657  88.6291 13.46952332618649,Fengyun-1C
FY1C_1576,1 36148U 99025DRV 26124.26201259  .00002583  00000+0  16877-2 0  9997,2 36148  98.4177 325.9797 0273878 320.1341  37.9981 13.86342199922186,Fengyun-1C
FY1C_1577,1 36152U 99025DRZ 26123.36006569  .00001812  00000+0  89410-3 0  9997,2 36152  98.7418 166.0183 0056006 165.0229 195.2620 14.17878975661637,Fengyun-1C
FY1C_1578,1 36153U 99025DSA 26124.72259147  .00005535  00000+0  13731-2 0  9999,2 36153  98.5881 222.8879 0028847 335.4684  24.5137 14.52022909670378,Fengyun-1C
FY1C_1579,1 36160U 99025DSH 26098.26965160  .00000500  00000+0  26281-3 0  9997,2 36160  98.1377 294.4698 0134807 174.9695 185.2871 14.13352099616988,Fengyun-1C
FY1C_1580,1 36163U 99025DSL 26123.55597611  .00013977  00000+0  26249-2 0  9998,2 36163  99.0778 346.5028 0036814   5.8212 354.3409 14.64378204912592,Fengyun-1C
FY1C_1581,1 36167U 99025DSQ 26124.02905294  .00002608  00000+0  66078-3 0  9999,2 36167  98.8137  42.6617 0068129 173.8550 186.3494 14.50411421693413,Fengyun-1C
FY1C_1582,1 36173U 99025DSW 26118.11621940  .00000550  00000+0  22332-3 0  9991,2 36173  98.2343  71.7929 0147213 143.1996 217.9400 14.25434184610339,Fengyun-1C
FY1C_1583,1 36180U 99025DTD 26116.42684161  .00000925  00000+0  35750-3 0  9999,2 36180  98.4342 179.2426 0209421 359.2406   0.8425 14.21148651724968,Fengyun-1C
FY1C_1584,1 36182U 99025DTF 26125.05915955  .00003255  00000+0  11335-2 0  9999,2 36182  99.0965  65.2517 0022393  23.7613 336.4600 14.35990000900133,Fengyun-1C
FY1C_1585,1 36188U 99025DTM 26124.75537049  .00011342  00000+0  21081-2 0  9990,2 36188  98.5851 235.8663 0045050 219.7126 140.0774 14.64668741901436,Fengyun-1C
FY1C_1586,1 36198U 99025DTX 26125.01884696  .00002560  00000+0  14453-2 0  9991,2 36198  98.6048 152.9530 0098027  69.9140 291.2548 14.08668312656045,Fengyun-1C
FY1C_1587,1 36199U 99025DTY 26123.31787733  .00000619  00000+0  24521-3 0  9998,2 36199  98.2784 142.6367 0091733   8.5109 351.7604 14.29874827670037,Fengyun-1C
FY1C_1588,1 36200U 99025DTZ 26123.11113092  .00017529  00000+0  32661-2 0  9991,2 36200  99.3810 221.0416 0029757 297.1539  62.6627 14.64828417754263,Fengyun-1C
FY1C_1589,1 36203U 99025DUC 26124.15631001  .00009875  00000+0  11929-2 0  9993,2 36203  99.1126  91.8738 0080258  63.3598 297.5803 14.81694001655359,Fengyun-1C
FY1C_1590,1 36204U 99025DUD 26125.04060383  .00002654  00000+0  93588-3 0  9992,2 36204  99.2916 237.9368 0020373 109.1189 251.2202 14.35594174964832,Fengyun-1C
FY1C_1591,1 36206U 99025DUF 26111.81506054  .00000804  00000+0  38126-3 0  9996,2 36206  98.4666 134.8414 0029831   2.5702 357.5624 14.21963767662699,Fengyun-1C
FY1C_1592,1 36207U 99025DUG 26124.47691897  .00002472  00000+0  14684-2 0  9998,2 36207  98.5963   6.2063 0139716 282.1612  76.3935 14.03629584619670,Fengyun-1C
FY1C_1593,1 36211U 99025DUL 26124.70752171  .00000915  00000+0  27511-3 0  9996,2 36211  98.5144 119.0311 0265961 169.5373 191.1497 14.26546551964072,Fengyun-1C
FY1C_1594,1 36216U 99025DUR 26124.31250196  .00000476  00000+0  24620-3 0  9998,2 36216  98.5954 145.3371 0043509 326.7961  33.0487 14.19065347663942,Fengyun-1C
FY1C_1595,1 36218U 99025DUT 26124.35477148  .00004132  00000+0  62985-3 0  9991,2 36218  99.0670 346.7808 0069678 212.2822 147.4109 14.72921451612410,Fengyun-1C
FY1C_1596,1 36224U 99025DUZ 26124.39181034  .00000121  00000+0  83413-4 0  9992,2 36224  98.7546 173.7906 0113681 306.2943  52.7772 14.12835749664468,Fengyun-1C
FY1C_1597,1 36225U 99025DVA 26123.65705335  .00064051  00000+0  27823-2 0  9990,2 36225  98.8260 272.3202 0032294 180.4369 179.6840 15.21576833689191,Fengyun-1C
FY1C_1598,1 36226U 99025DVB 26108.33705519  .00001632  00000+0  89365-3 0  9999,2 36226  98.5997 150.4932 0094541  21.2736 339.2326 14.10966261655477,Fengyun-1C
FY1C_1599,1 36229U 99025DVE 26122.43742169  .00002607  00000+0  14919-2 0  9996,2 36229 100.9210  16.3840 0103657 113.3915 247.8189 14.08022836652358,Fengyun-1C
FY1C_1600,1 36230U 99025DVF 26122.47411997  .00001856  00000+0  16528-2 0  9997,2 36230  99.5133 202.4639 0216556 134.2102 227.7062 13.75848889638217,Fengyun-1C
FY1C_1601,1 36231U 99025DVG 26124.88490081  .00000130  00000+0  92737-4 0  9998,2 36231  98.7089 100.5598 0059771 285.7972  73.6615 14.12085226875633,Fengyun-1C
FY1C_1602,1 36232U 99025DVH 26124.70923051  .00000460  00000+0  25420-3 0  9998,2 36232  98.7204 109.8885 0117915 341.4861  18.2038 14.12682507637541,Fengyun-1C
FY1C_1603,1 36234U 99025DVK 26118.92503904  .00000172  00000+0  25775-3 0  9991,2 36234  98.9773 179.7340 0317763  41.9810 320.5217 13.45749191897923,Fengyun-1C
